Date,Store,Region,Product,Category,Units Sold,Revenue,Cost
2023-02-04,Store B,South,Bananas,Produce,20,199.20000000000002,100.19999999999999
2023-02-04,Store B,North,Chicken,Meat,20,191.6,97.0
2023-02-04,Store B,North,Beef,Meat,26,89.18,59.8
2023-02-04,Store C,East,Milk,Dairy,19,90.06,46.550000000000004
2023-02-04,Store C,East,Bread,Bakery,15,118.35,91.35
2023-02-04,Store C,South,Eggs,Dairy,15,47.85,27.75
2023-02-04,Store C,North,Butter,Dairy,24,204.48,140.88
2023-02-04,Store C,East,Apples,Produce,19,68.4,52.06
2023-02-04,Store C,North,Bananas,Produce,21,143.22,96.18
2023-02-04,Store C,South,Chicken,Meat,24,206.88,137.04
2023-02-04,Store C,North,Beef,Meat,12,34.68,19.200000000000003
2023-02-05,Store A,East,Milk,Dairy,18,87.84,57.42
2023-02-05,Store A,East,Bread,Bakery,26,81.89999999999999,52.52
2023-02-05,Store A,North,Eggs,Dairy,11,70.17999999999999,46.97
2023-02-05,Store A,North,Butter,Dairy,10,18.700000000000003,10.4
2023-02-05,Store A,North,Apples,Produce,22,209.88,157.95999999999998
2023-02-05,Store A,South,Bananas,Produce,12,30.96,16.68
2023-02-05,Store A,East,Chicken,Meat,16,158.56,111.84
2023-02-05,Store A,East,Beef,Meat,13,93.86,51.74
2023-02-05,Store B,North,Milk,Dairy,18,90.35999999999999,62.82000000000001
2023-02-05,Store B,South,Bread,Bakery,14,41.16,21.14
2023-02-05,Store B,East,Eggs,Dairy,24,147.60000000000002,94.80000000000001
2023-02-05,Store B,East,Butter,Dairy,24,164.16,114.0
2023-02-05,Store B,East,Apples,Produce,16,79.68,63.2
2023-02-05,Store B,East,Bananas,Produce,25,193.0,118.0
2023-02-05,Store B,East,Chicken,Meat,12,115.68,88.67999999999999
2023-02-05,Store B,South,Beef,Meat,19,93.48,61.37
2023-02-05,Store C,East,Milk,Dairy,11,88.44,70.62
2023-02-05,Store C,East,Bread,Bakery,16,115.04,74.24
2023-02-05,Store C,East,Eggs,Dairy,18,127.44,71.28
2023-02-05,Store C,South,Butter,Dairy,21,164.01,83.16
2023-02-05,Store C,North,Apples,Produce,20,148.8,89.2
2023-02-05,Store C,North,Bananas,Produce,21,162.75,111.09
2023-02-05,Store C,North,Chicken,Meat,19,175.75,91.01
2023-02-05,Store C,North,Beef,Meat,15,75.45,58.35
2023-02-06,Store A,East,Milk,Dairy,23,148.81,116.38
2023-02-06,Store A,North,Bread,Bakery,21,36.96,26.46
2023-02-06,Store A,North,Eggs,Dairy,14,97.44,56.839999999999996
2023-02-06,Store A,East,Butter,Dairy,26,235.82,160.16
2023-02-06,Store A,South,Apples,Produce,24,96.24,55.44
2023-02-06,Store A,South,Bananas,Produce,15,47.85,27.450000000000003
2023-02-06,Store A,North,Chicken,Meat,19,123.69,64.41
2023-02-06,Store A,South,Beef,Meat,12,35.519999999999996,23.28
2023-02-06,Store B,East,Milk,Dairy,17,142.8,71.91000000000001
2023-02-06,Store B,East,Bread,Bakery,26,104.0,60.31999999999999
2023-02-06,Store B,South,Eggs,Dairy,15,81.0,54.15
2023-02-06,Store B,North,Butter,Dairy,26,43.16,31.2
2023-02-06,Store B,North,Apples,Produce,17,32.64,18.53
2023-02-06,Store B,North,Bananas,Produce,14,128.51999999999998,65.24000000000001
2023-02-06,Store B,South,Chicken,Meat,22,174.68,127.16000000000001
2023-02-06,Store B,South,Beef,Meat,22,48.62,29.92
2023-02-06,Store C,East,Milk,Dairy,24,177.12,139.92000000000002
2023-02-06,Store C,South,Bread,Bakery,14,107.8,72.52
2023-02-06,Store C,North,Eggs,Dairy,23,63.25,35.65
2023-02-06,Store C,North,Butter,Dairy,16,60.64,33.92
2023-02-06,Store C,North,Apples,Produce,18,164.16,123.66
2023-02-06,Store C,East,Bananas,Produce,22,37.839999999999996,27.94
2023-02-06,Store C,East,Chicken,Meat,17,37.400000000000006,25.5
2023-02-06,Store C,South,Beef,Meat,26,228.8,173.16
2023-02-07,Store A,South,Milk,Dairy,17,39.61,29.92
2023-02-07,Store A,East,Bread,Bakery,18,125.82000000000001,82.26
2023-02-07,Store A,East,Eggs,Dairy,17,51.169999999999995,25.67
2023-02-07,Store A,East,Butter,Dairy,30,213.9,155.1
2023-02-07,Store A,North,Apples,Produce,29,255.20000000000002,137.75
2023-02-07,Store A,East,Bananas,Produce,21,147.0,101.00999999999999
2023-02-07,Store A,South,Chicken,Meat,15,114.0,73.2
2023-02-07,Store A,North,Beef,Meat,13,110.11000000000001,77.35000000000001
2023-02-07,Store B,East,Milk,Dairy,15,87.6,59.7
2023-02-07,Store B,North,Bread,Bakery,28,137.76,88.2
2023-02-07,Store B,South,Eggs,Dairy,28,114.52,62.160000000000004
2023-02-07,Store B,East,Butter,Dairy,19,36.1,28.5
2023-02-07,Store B,North,Apples,Produce,26,192.66,132.6
2023-02-07,Store B,South,Bananas,Produce,17,82.28,44.54
2023-02-07,Store B,South,Chicken,Meat,27,53.46,30.779999999999998
2023-02-07,Store B,East,Beef,Meat,18,94.5,72.17999999999999
2023-02-07,Store C,South,Milk,Dairy,14,28.560000000000002,17.64
2023-02-07,Store C,North,Bread,Bakery,12,78.72,49.199999999999996
2023-02-07,Store C,North,Eggs,Dairy,19,173.08999999999997,130.91
2023-02-07,Store C,East,Butter,Dairy,14,26.459999999999997,20.58
2023-02-07,Store C,East,Apples,Produce,17,169.32000000000002,106.76
2023-02-07,Store C,North,Bananas,Produce,10,50.599999999999994,28.599999999999998
2023-02-07,Store C,North,Chicken,Meat,21,81.69,60.9
2023-02-07,Store C,North,Beef,Meat,14,107.10000000000001,83.44
2023-02-08,Store A,East,Milk,Dairy,23,81.88,42.78
2023-02-08,Store A,South,Bread,Bakery,22,53.68,27.5
2023-02-08,Store A,North,Eggs,Dairy,13,102.44,59.67
2023-02-08,Store A,East,Butter,Dairy,18,79.2,50.22
2023-02-08,Store A,East,Apples,Produce,24,42.480000000000004,28.08
2023-02-08,Store A,South,Bananas,Produce,24,150.72,88.08
2023-02-08,Store A,East,Chicken,Meat,26,195.0,117.78
2023-02-08,Store A,East,Beef,Meat,18,45.72,23.04
2023-02-08,Store B,East,Milk,Dairy,16,33.28,18.56
2023-02-08,Store B,East,Bread,Bakery,11,50.489999999999995,31.9
2023-02-08,Store B,East,Eggs,Dairy,27,116.36999999999999,61.83
2023-02-08,Store B,East,Butter,Dairy,18,179.1,106.38
2023-02-08,Store B,East,Apples,Produce,15,38.1,26.25
2023-02-08,Store B,North,Bananas,Produce,18,143.46,73.62
2023-02-08,Store B,North,Chicken,Meat,21,202.01999999999998,115.91999999999999
2023-02-08,Store B,North,Beef,Meat,14,78.39999999999999,44.24
2023-02-08,Store C,East,Milk,Dairy,25,40.5,30.0
2023-02-08,Store C,South,Bread,Bakery,16,63.36,38.88
2023-02-08,Store C,North,Eggs,Dairy,21,154.98,85.25999999999999
2023-02-08,Store C,North,Butter,Dairy,19,134.33,83.79
2023-02-08,Store C,North,Apples,Produce,15,33.6,20.55
2023-02-08,Store C,North,Bananas,Produce,16,155.84,112.32
2023-02-08,Store C,South,Chicken,Meat,25,187.5,122.0
2023-02-08,Store C,East,Beef,Meat,18,79.38,54.72
2023-02-09,Store A,South,Milk,Dairy,22,132.22,95.69999999999999
2023-02-09,Store A,South,Bread,Bakery,22,45.98,27.5
2023-02-09,Store A,North,Eggs,Dairy,22,161.7,107.58
2023-02-09,Store A,East,Butter,Dairy,22,207.45999999999998,140.14000000000001
2023-02-09,Store A,South,Apples,Produce,24,75.36,48.239999999999995
2023-02-09,Store A,East,Bananas,Produce,15,135.15,81.44999999999999
2023-02-09,Store A,North,Chicken,Meat,19,121.41,91.77
2023-02-09,Store A,South,Beef,Meat,21,100.59,52.709999999999994
2023-02-09,Store B,North,Milk,Dairy,17,157.08,78.88
2023-02-09,Store B,South,Bread,Bakery,16,70.56,37.6
2023-02-09,Store B,East,Eggs,Dairy,32,249.6,165.76
2023-02-09,Store B,North,Butter,Dairy,17,152.14999999999998,109.31
2023-02-09,Store B,South,Apples,Produce,21,190.47,101.85
2023-02-09,Store B,North,Bananas,Produce,20,128.4,66.2
2023-02-09,Store B,South,Chicken,Meat,16,54.88,39.68
2023-02-09,Store B,North,Beef,Meat,19,183.73,116.47
2023-02-09,Store C,East,Milk,Dairy,21,108.36,64.26
2023-02-09,Store C,North,Bread,Bakery,19,87.21,64.41
2023-02-09,Store C,South,Eggs,Dairy,21,128.73,65.94
2023-02-09,Store C,South,Butter,Dairy,19,93.48,65.55
2023-02-09,Store C,East,Apples,Produce,21,141.96,91.35
2023-02-09,Store C,South,Bananas,Produce,23,74.29,43.699999999999996
2023-02-09,Store C,South,Chicken,Meat,13,63.18000000000001,43.16
2023-02-09,Store C,North,Beef,Meat,20,145.8,102.0
2023-02-10,Store A,East,Milk,Dairy,16,29.28,23.2
2023-02-10,Store A,East,Bread,Bakery,18,48.24,34.74
2023-02-10,Store A,South,Eggs,Dairy,29,216.34,163.56
2023-02-10,Store A,South,Butter,Dairy,21,147.21,76.64999999999999
2023-02-10,Store A,East,Apples,Produce,21,65.73,43.89
2023-02-10,Store A,East,Bananas,Produce,18,40.5,29.7
2023-02-10,Store A,North,Chicken,Meat,22,187.88,135.74
2023-02-10,Store A,North,Beef,Meat,20,63.4,35.8
2023-02-10,Store B,North,Milk,Dairy,23,172.27,134.09
2023-02-10,Store B,East,Bread,Bakery,19,144.59,112.66999999999999
2023-02-10,Store B,South,Eggs,Dairy,17,130.39,69.87
2023-02-10,Store B,South,Butter,Dairy,25,49.75,27.500000000000004
2023-02-10,Store B,South,Apples,Produce,18,175.32,126.0
2023-02-10,Store B,East,Bananas,Produce,14,42.84,25.62
2023-02-10,Store B,East,Chicken,Meat,22,124.52000000000001,82.06
2023-02-10,Store B,North,Beef,Meat,14,117.74000000000001,67.89999999999999
2023-02-10,Store C,South,Milk,Dairy,18,158.04,114.66
2023-02-10,Store C,East,Bread,Bakery,21,198.03,153.93
2023-02-10,Store C,South,Eggs,Dairy,17,146.37,111.01
2023-02-10,Store C,South,Butter,Dairy,18,28.8,19.26
2023-02-10,Store C,South,Apples,Produce,11,79.42,47.739999999999995
2023-02-10,Store C,North,Bananas,Produce,21,117.81,74.13
2023-02-10,Store C,North,Chicken,Meat,19,46.93000000000001,26.979999999999997
2023-02-10,Store C,South,Beef,Meat,24,153.60000000000002,82.32000000000001
2023-02-11,Store A,East,Milk,Dairy,19,90.25,64.6
2023-02-11,Store A,South,Bread,Bakery,19,70.87,44.459999999999994
2023-02-11,Store A,South,Eggs,Dairy,18,80.64000000000001,55.26
2023-02-11,Store A,South,Butter,Dairy,18,144.35999999999999,113.94
2023-02-11,Store A,South,Apples,Produce,21,82.32,53.97
2023-02-11,Store A,South,Bananas,Produce,22,123.19999999999999,89.54
2023-02-11,Store A,South,Chicken,Meat,15,75.89999999999999,40.5
2023-02-11,Store A,North,Beef,Meat,27,165.78,95.30999999999999
2023-02-11,Store B,South,Milk,Dairy,16,37.92,27.52
2023-02-11,Store B,South,Bread,Bakery,18,39.24,27.72
2023-02-11,Store B,North,Eggs,Dairy,25,45.0,32.5
2023-02-11,Store B,North,Butter,Dairy,19,133.19,102.60000000000001
2023-02-11,Store B,East,Apples,Produce,17,147.56,94.86
2023-02-11,Store B,North,Bananas,Produce,24,97.44,54.0
2023-02-11,Store B,East,Chicken,Meat,18,133.38,104.39999999999999
2023-02-11,Store B,North,Beef,Meat,18,49.67999999999999,39.6
2023-02-11,Store C,East,Milk,Dairy,14,112.55999999999999,70.7
2023-02-11,Store C,North,Bread,Bakery,19,171.38,90.06
2023-02-11,Store C,South,Eggs,Dairy,27,230.85000000000002,124.74000000000001
2023-02-11,Store C,East,Butter,Dairy,15,84.75,63.0
2023-02-11,Store C,North,Apples,Produce,29,125.28,89.03
2023-02-11,Store C,North,Bananas,Produce,28,231.83999999999997,167.16
2023-02-11,Store C,East,Chicken,Meat,19,61.37,48.26
2023-02-11,Store C,North,Beef,Meat,22,215.60000000000002,132.22
2023-02-12,Store A,East,Milk,Dairy,19,57.76,45.22
2023-02-12,Store A,East,Bread,Bakery,22,143.88,93.06
2023-02-12,Store A,North,Eggs,Dairy,19,65.36,33.82
2023-02-12,Store A,East,Butter,Dairy,17,121.38,64.94
2023-02-12,Store A,North,Apples,Produce,11,99.22,54.12
2023-02-12,Store A,East,Bananas,Produce,18,38.88,22.68
2023-02-12,Store A,East,Chicken,Meat,14,81.48,59.08
2023-02-12,Store A,North,Beef,Meat,20,109.39999999999999,66.6
2023-02-12,Store B,South,Milk,Dairy,19,90.82000000000001,71.82
2023-02-12,Store B,South,Bread,Bakery,13,99.84,76.05
2023-02-12,Store B,North,Eggs,Dairy,25,49.0,38.75
2023-02-12,Store B,North,Butter,Dairy,19,164.16000000000003,114.19
2023-02-12,Store B,North,Apples,Produce,15,60.45,44.4
2023-02-12,Store B,South,Bananas,Produce,16,34.24,20.96
2023-02-12,Store B,South,Chicken,Meat,20,181.4,115.8
2023-02-12,Store B,North,Beef,Meat,18,106.74,57.42
2023-02-12,Store C,North,Milk,Dairy,17,31.11,15.81
2023-02-12,Store C,South,Bread,Bakery,19,102.41,60.040000000000006
2023-02-12,Store C,South,Eggs,Dairy,27,163.35,105.03
2023-02-12,Store C,East,Butter,Dairy,20,163.4,105.60000000000001
2023-02-12,Store C,North,Apples,Produce,26,143.26,85.54
2023-02-12,Store C,North,Bananas,Produce,17,169.83,87.72
2023-02-12,Store C,North,Chicken,Meat,18,138.78,84.24
2023-02-12,Store C,East,Beef,Meat,17,38.080000000000005,22.44
2023-02-13,Store A,North,Milk,Dairy,23,85.10000000000001,51.52
2023-02-13,Store A,North,Bread,Bakery,30,86.10000000000001,67.8
2023-02-13,Store A,North,Eggs,Dairy,19,146.87,117.23
2023-02-13,Store A,South,Butter,Dairy,31,279.0,147.56
2023-02-13,Store A,East,Apples,Produce,14,121.52,62.86
2023-02-13,Store A,South,Bananas,Produce,13,29.51,20.67
2023-02-13,Store A,East,Chicken,Meat,18,53.1,32.76
2023-02-13,Store A,North,Beef,Meat,20,87.4,62.199999999999996
2023-02-13,Store B,South,Milk,Dairy,16,59.52,29.92
2023-02-13,Store B,South,Bread,Bakery,15,130.2,68.25
2023-02-13,Store B,East,Eggs,Dairy,22,78.76,49.94
2023-02-13,Store B,East,Butter,Dairy,23,52.67,33.58
2023-02-13,Store B,South,Apples,Produce,21,53.76,36.54
2023-02-13,Store B,North,Bananas,Produce,16,145.76,115.2
2023-02-13,Store B,North,Chicken,Meat,26,77.22,44.72
2023-02-13,Store B,North,Beef,Meat,10,47.800000000000004,29.0
2023-02-13,Store C,South,Milk,Dairy,23,183.77,120.29
2023-02-13,Store C,South,Bread,Bakery,19,187.33999999999997,107.16
2023-02-13,Store C,North,Eggs,Dairy,18,28.26,18.36
2023-02-13,Store C,South,Butter,Dairy,23,198.95000000000002,101.2
2023-02-13,Store C,East,Apples,Produce,19,179.93,126.54
2023-02-13,Store C,South,Bananas,Produce,12,53.519999999999996,36.72
2023-02-13,Store C,North,Chicken,Meat,14,49.419999999999995,27.86
2023-02-13,Store C,South,Beef,Meat,23,134.09,72.68
2023-02-14,Store A,East,Milk,Dairy,24,49.92,29.759999999999998
2023-02-14,Store A,North,Bread,Bakery,17,38.76,28.049999999999997
2023-02-14,Store A,North,Eggs,Dairy,18,74.88,38.88
2023-02-14,Store A,East,Butter,Dairy,16,141.76,89.76
2023-02-14,Store A,East,Apples,Produce,25,132.25,95.0
2023-02-14,Store A,South,Bananas,Produce,22,204.16,111.76
2023-02-14,Store A,East,Chicken,Meat,21,116.13000000000001,69.72
2023-02-14,Store A,East,Beef,Meat,23,141.45000000000002,100.97
2023-02-14,Store B,North,Milk,Dairy,10,56.8,33.7
2023-02-14,Store B,East,Bread,Bakery,14,27.3,17.36
2023-02-14,Store B,South,Eggs,Dairy,17,49.13,29.07
2023-02-14,Store B,North,Butter,Dairy,24,167.28,125.52000000000001
2023-02-14,Store B,South,Apples,Produce,24,200.64,115.44
2023-02-14,Store B,South,Bananas,Produce,22,114.4,67.32000000000001
2023-02-14,Store B,South,Chicken,Meat,17,169.83,96.22
2023-02-14,Store B,East,Beef,Meat,21,125.16,87.57
2023-02-14,Store C,North,Milk,Dairy,27,70.2,50.76
2023-02-14,Store C,South,Bread,Bakery,12,23.04,13.32
2023-02-14,Store C,North,Eggs,Dairy,27,129.33,96.39
2023-02-14,Store C,North,Butter,Dairy,25,61.5,44.25
2023-02-14,Store C,North,Apples,Produce,26,135.46,86.58
2023-02-14,Store C,North,Bananas,Produce,28,207.76,148.96
2023-02-14,Store C,East,Chicken,Meat,19,31.919999999999998,16.91
2023-02-14,Store C,East,Beef,Meat,22,56.98,39.6
2023-02-15,Store A,North,Milk,Dairy,21,48.72,25.2
2023-02-15,Store A,North,Bread,Bakery,19,97.47,62.51
2023-02-15,Store A,East,Eggs,Dairy,30,146.4,114.0
2023-02-15,Store A,South,Butter,Dairy,20,146.0,102.0
2023-02-15,Store A,North,Apples,Produce,17,75.14,52.53
2023-02-15,Store A,North,Bananas,Produce,20,53.4,41.8
2023-02-15,Store A,East,Chicken,Meat,21,49.77,38.43
2023-02-15,Store A,North,Beef,Meat,20,137.4,90.39999999999999
2023-02-15,Store B,North,Milk,Dairy,13,83.85000000000001,46.67
2023-02-15,Store B,South,Bread,Bakery,15,97.5,73.35
2023-02-15,Store B,North,Eggs,Dairy,25,111.75,75.75
2023-02-15,Store B,East,Butter,Dairy,22,171.6,120.56
2023-02-15,Store B,North,Apples,Produce,23,170.20000000000002,100.74
2023-02-15,Store B,North,Bananas,Produce,22,52.8,39.38
2023-02-15,Store B,South,Chicken,Meat,17,35.7,24.99
2023-02-15,Store B,North,Beef,Meat,11,96.03,56.21
2023-02-15,Store C,North,Milk,Dairy,16,129.28,73.12
2023-02-15,Store C,East,Bread,Bakery,27,73.71,53.73
2023-02-15,Store C,East,Eggs,Dairy,22,62.260000000000005,44.0
2023-02-15,Store C,North,Butter,Dairy,25,231.25,180.0
2023-02-15,Store C,East,Apples,Produce,17,107.1,61.71
2023-02-15,Store C,South,Bananas,Produce,17,53.89,42.330000000000005
2023-02-15,Store C,North,Chicken,Meat,27,262.71000000000004,167.13000000000002
2023-02-15,Store C,North,Beef,Meat,17,69.36,36.55
2023-02-16,Store A,East,Milk,Dairy,21,123.06,65.52
2023-02-16,Store A,North,Bread,Bakery,14,44.52,23.52
2023-02-16,Store A,East,Eggs,Dairy,15,69.15,39.300000000000004
2023-02-16,Store A,East,Butter,Dairy,15,87.6,47.55
2023-02-16,Store A,East,Apples,Produce,23,226.09,179.86
2023-02-16,Store A,North,Bananas,Produce,17,149.42999999999998,111.35
2023-02-16,Store A,South,Chicken,Meat,19,78.66,57.38
2023-02-16,Store A,North,Beef,Meat,19,182.4,104.31
2023-02-16,Store B,North,Milk,Dairy,16,60.48,46.72
2023-02-16,Store B,East,Bread,Bakery,15,62.699999999999996,46.2
2023-02-16,Store B,East,Eggs,Dairy,18,49.32000000000001,36.9
2023-02-16,Store B,North,Butter,Dairy,22,144.54000000000002,77.0
2023-02-16,Store B,North,Apples,Produce,21,63.209999999999994,31.71
2023-02-16,Store B,North,Bananas,Produce,16,114.08,90.08
2023-02-16,Store B,South,Chicken,Meat,18,139.32,91.44
2023-02-16,Store B,South,Beef,Meat,17,80.24,42.330000000000005
2023-02-16,Store C,East,Milk,Dairy,19,111.53,79.41999999999999
2023-02-16,Store C,East,Bread,Bakery,17,33.66,18.02
2023-02-16,Store C,South,Eggs,Dairy,28,242.76,153.72
2023-02-16,Store C,East,Butter,Dairy,23,105.11000000000001,72.68
2023-02-16,Store C,North,Apples,Produce,14,56.699999999999996,28.979999999999997
2023-02-16,Store C,South,Bananas,Produce,25,206.75,140.25
2023-02-16,Store C,North,Chicken,Meat,15,26.1,18.15
2023-02-16,Store C,South,Beef,Meat,16,124.16,73.92
2023-02-17,Store A,South,Milk,Dairy,19,51.68000000000001,26.03
2023-02-17,Store A,North,Bread,Bakery,19,60.800000000000004,44.08
2023-02-17,Store A,North,Eggs,Dairy,18,80.82000000000001,51.12
2023-02-17,Store A,North,Butter,Dairy,25,92.5,70.25
2023-02-17,Store A,South,Apples,Produce,20,149.2,77.0
2023-02-17,Store A,South,Bananas,Produce,20,126.19999999999999,97.8
2023-02-17,Store A,South,Chicken,Meat,27,176.85,126.63000000000001
2023-02-17,Store A,South,Beef,Meat,12,43.56,32.64
2023-02-17,Store B,East,Milk,Dairy,30,206.1,136.5
2023-02-17,Store B,South,Bread,Bakery,19,178.6,113.81
2023-02-17,Store B,North,Eggs,Dairy,24,69.6,43.2
2023-02-17,Store B,South,Butter,Dairy,28,71.68,43.96
2023-02-17,Store B,North,Apples,Produce,17,41.31,32.64
2023-02-17,Store B,East,Bananas,Produce,32,178.56,141.44
2023-02-17,Store B,East,Chicken,Meat,19,110.77,56.24
2023-02-17,Store B,South,Beef,Meat,22,71.72,55.66
2023-02-17,Store C,South,Milk,Dairy,13,52.65,30.55
2023-02-17,Store C,South,Bread,Bakery,22,60.5,33.22
2023-02-17,Store C,South,Eggs,Dairy,23,58.19,40.25
2023-02-17,Store C,South,Butter,Dairy,18,151.02,93.60000000000001
2023-02-17,Store C,North,Apples,Produce,14,25.48,13.299999999999999
2023-02-17,Store C,South,Bananas,Produce,27,255.42000000000002,190.89000000000001
2023-02-17,Store C,East,Chicken,Meat,16,139.68,81.92
2023-02-17,Store C,East,Beef,Meat,15,70.5,55.65
2023-02-18,Store A,East,Milk,Dairy,22,212.52,109.12
2023-02-18,Store A,North,Bread,Bakery,17,27.540000000000003,14.11
2023-02-18,Store A,East,Eggs,Dairy,25,152.75,97.5
2023-02-18,Store A,South,Butter,Dairy,25,64.25,47.0
2023-02-18,Store A,North,Apples,Produce,20,140.2,77.4
2023-02-18,Store A,South,Bananas,Produce,16,35.36,24.48
2023-02-18,Store A,East,Chicken,Meat,12,43.8,32.519999999999996
2023-02-18,Store A,South,Beef,Meat,16,141.76,92.96
2023-02-18,Store B,South,Milk,Dairy,17,25.67,20.23
2023-02-18,Store B,South,Bread,Bakery,17,44.2,31.62
2023-02-18,Store B,East,Eggs,Dairy,22,180.62,102.96
2023-02-18,Store B,South,Butter,Dairy,17,135.83,100.64
2023-02-18,Store B,South,Apples,Produce,26,67.08,42.120000000000005
2023-02-18,Store B,North,Bananas,Produce,23,55.199999999999996,35.88
2023-02-18,Store B,North,Chicken,Meat,15,68.55000000000001,41.699999999999996
2023-02-18,Store B,East,Beef,Meat,19,108.11000000000001,69.35
2023-02-18,Store C,North,Milk,Dairy,18,111.78,75.60000000000001
2023-02-18,Store C,South,Bread,Bakery,27,161.73000000000002,108.0
2023-02-18,Store C,East,Eggs,Dairy,17,92.14,54.57
2023-02-18,Store C,North,Butter,Dairy,17,105.23,63.919999999999995
2023-02-18,Store C,South,Apples,Produce,22,84.92,47.080000000000005
2023-02-18,Store C,North,Bananas,Produce,19,61.75,44.08
2023-02-18,Store C,North,Chicken,Meat,16,62.88,45.12
2023-02-18,Store C,South,Beef,Meat,16,31.04,23.52
2023-02-19,Store A,East,Milk,Dairy,22,186.56,117.26
2023-02-19,Store A,South,Bread,Bakery,27,81.54,52.92
2023-02-19,Store A,East,Eggs,Dairy,28,106.12,75.32
2023-02-19,Store A,East,Butter,Dairy,22,54.34,27.28
2023-02-19,Store A,East,Apples,Produce,21,52.08,35.28
2023-02-19,Store A,South,Bananas,Produce,18,109.62,57.42
2023-02-19,Store A,East,Chicken,Meat,22,163.68,87.34
2023-02-19,Store A,North,Beef,Meat,24,109.68,58.32000000000001
2023-02-19,Store B,South,Milk,Dairy,14,32.34,16.38
2023-02-19,Store B,East,Bread,Bakery,21,40.53,21.0
2023-02-19,Store B,South,Eggs,Dairy,23,198.02999999999997,108.10000000000001
2023-02-19,Store B,North,Butter,Dairy,11,35.64,23.869999999999997
2023-02-19,Store B,East,Apples,Produce,14,95.48,49.28
2023-02-19,Store B,North,Bananas,Produce,15,23.85,18.3
2023-02-19,Store B,South,Chicken,Meat,18,104.76,68.03999999999999
2023-02-19,Store B,East,Beef,Meat,33,274.56,202.29
2023-02-19,Store C,South,Milk,Dairy,13,29.77,15.73
2023-02-19,Store C,North,Bread,Bakery,23,82.11,61.87
2023-02-19,Store C,East,Eggs,Dairy,30,45.3,34.8
2023-02-19,Store C,South,Butter,Dairy,22,210.32000000000002,121.44
2023-02-19,Store C,North,Apples,Produce,17,124.1,95.19999999999999
2023-02-19,Store C,South,Bananas,Produce,19,153.33,113.62
2023-02-19,Store C,East,Chicken,Meat,20,32.599999999999994,24.0
2023-02-19,Store C,South,Beef,Meat,23,106.26,56.58
2023-02-20,Store A,North,Milk,Dairy,12,69.36,45.0
2023-02-20,Store A,East,Bread,Bakery,21,99.11999999999999,74.55
2023-02-20,Store A,South,Eggs,Dairy,19,136.04,76.76
2023-02-20,Store A,North,Butter,Dairy,21,166.53,113.61
2023-02-20,Store A,East,Apples,Produce,24,53.519999999999996,34.32
2023-02-20,Store A,East,Bananas,Produce,17,42.16,26.01
2023-02-20,Store A,South,Chicken,Meat,22,189.42,106.92
2023-02-20,Store A,South,Beef,Meat,20,62.400000000000006,39.8
2023-02-20,Store B,East,Milk,Dairy,18,171.0,119.88
2023-02-20,Store B,North,Bread,Bakery,11,71.72,49.94
2023-02-20,Store B,North,Eggs,Dairy,22,191.84,127.16000000000001
2023-02-20,Store B,North,Butter,Dairy,21,158.97,89.46
2023-02-20,Store B,East,Apples,Produce,13,28.860000000000003,17.03
2023-02-20,Store B,East,Bananas,Produce,17,152.83,92.48
2023-02-20,Store B,East,Chicken,Meat,23,37.949999999999996,26.909999999999997
2023-02-20,Store B,East,Beef,Meat,20,95.0,60.199999999999996
2023-02-20,Store C,South,Milk,Dairy,21,190.05,122.64
2023-02-20,Store C,North,Bread,Bakery,17,160.31,114.92
2023-02-20,Store C,North,Eggs,Dairy,17,124.44,88.57
2023-02-20,Store C,North,Butter,Dairy,21,45.99,25.62
2023-02-20,Store C,North,Apples,Produce,17,151.47,86.53
2023-02-20,Store C,East,Bananas,Produce,23,133.86,76.59
2023-02-20,Store C,East,Chicken,Meat,14,111.72,86.10000000000001
2023-02-20,Store C,East,Beef,Meat,22,187.22,117.04
2023-02-21,Store A,East,Milk,Dairy,21,32.76,21.42
2023-02-21,Store A,North,Bread,Bakery,19,137.37,71.44
2023-02-21,Store A,East,Eggs,Dairy,20,73.60000000000001,54.400000000000006
2023-02-21,Store A,North,Butter,Dairy,15,128.4,89.85000000000001
2023-02-21,Store A,East,Apples,Produce,15,108.89999999999999,71.7
2023-02-21,Store A,North,Bananas,Produce,23,223.79000000000002,171.58
2023-02-21,Store A,East,Chicken,Meat,15,104.85000000000001,80.55
2023-02-21,Store A,South,Beef,Meat,22,171.82,100.32
2023-02-21,Store B,North,Milk,Dairy,19,145.92,100.7
2023-02-21,Store B,North,Bread,Bakery,20,105.0,79.4
2023-02-21,Store B,East,Eggs,Dairy,21,135.66,106.89
2023-02-21,Store B,South,Butter,Dairy,20,100.39999999999999,59.2
2023-02-21,Store B,East,Apples,Produce,16,49.76,26.72
2023-02-21,Store B,South,Bananas,Produce,19,176.32,128.44
2023-02-21,Store B,South,Chicken,Meat,11,57.31,31.35
2023-02-21,Store B,East,Beef,Meat,18,102.42,56.699999999999996
2023-02-21,Store C,North,Milk,Dairy,20,125.60000000000001,83.6
2023-02-21,Store C,South,Bread,Bakery,23,83.95,58.42
2023-02-21,Store C,East,Eggs,Dairy,21,204.33,131.88
2023-02-21,Store C,South,Butter,Dairy,17,32.64,17.17
2023-02-21,Store C,South,Apples,Produce,15,74.25,38.1
2023-02-21,Store C,South,Bananas,Produce,20,174.8,106.19999999999999
